"id","profile_id","respondent_id","question_id","alternative_id","observation_id","block_id","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","no_choice","kcal","gram"
1088,0,46,2,4,272,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1089,103,46,3,1,273,1,29,0,0,1,0,0,0,0,1,0,626,411
1090,134,46,3,2,273,1,37,0,0,0,1,0,1,0,0,0,635,347
1091,81,46,3,3,273,1,27,0,0,0,1,0,0,1,0,0,794,225
1092,0,46,3,4,273,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1093,81,46,4,1,274,1,27,0,0,0,1,0,0,1,0,0,602,323
1094,46,46,4,2,274,1,23,0,0,1,0,0,0,1,0,0,408,258
1095,99,46,4,3,274,1,29,0,0,1,0,0,1,0,0,0,1100,292
1096,0,46,4,4,274,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1097,134,46,5,1,275,1,37,0,0,0,1,0,1,0,0,0,585,241
1098,103,46,5,2,275,1,29,0,0,1,0,0,0,0,1,0,1077,285
1099,46,46,5,3,275,1,23,0,0,1,0,0,0,1,0,0,1053,406
1100,0,46,5,4,275,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1101,46,46,6,1,276,1,23,0,0,1,0,0,0,1,0,0,1082,228
1102,42,46,6,2,276,1,23,0,0,1,0,1,0,0,0,0,524,284
1103,103,46,6,3,276,1,29,0,0,1,0,0,0,0,1,0,689,417
1104,0,46,6,4,276,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1105,99,47,1,1,277,1,29,0,0,1,0,0,1,0,0,0,439,230
1106,81,47,1,2,277,1,27,0,0,0,1,0,0,1,0,0,694,269
1107,42,47,1,3,277,1,23,0,0,1,0,1,0,0,0,0,523,272
1108,0,47,1,4,277,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1109,42,47,2,1,278,1,23,0,0,1,0,1,0,0,0,0,549,257
1110,99,47,2,2,278,1,29,0,0,1,0,0,1,0,0,0,400,201
1111,134,47,2,3,278,1,37,0,0,0,1,0,1,0,0,0,722,220
1112,0,47,2,4,278,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1113,103,47,3,1,279,1,29,0,0,1,0,0,0,0,1,0,483,289
1114,134,47,3,2,279,1,37,0,0,0,1,0,1,0,0,0,579,191
1115,81,47,3,3,279,1,27,0,0,0,1,0,0,1,0,0,438,229
1116,0,47,3,4,279,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1117,81,47,4,1,280,1,27,0,0,0,1,0,0,1,0,0,677,337
1118,46,47,4,2,280,1,23,0,0,1,0,0,0,1,0,0,695,223
1119,99,47,4,3,280,1,29,0,0,1,0,0,1,0,0,0,533,211
1120,0,47,4,4,280,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1121,134,47,5,1,281,1,37,0,0,0,1,0,1,0,0,0,744,297
1122,103,47,5,2,281,1,29,0,0,1,0,0,0,0,1,0,1027,237
1123,46,47,5,3,281,1,23,0,0,1,0,0,0,1,0,0,637,293
1124,0,47,5,4,281,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1125,46,47,6,1,282,1,23,0,0,1,0,0,0,1,0,0,542,184
1126,42,47,6,2,282,1,23,0,0,1,0,1,0,0,0,0,648,267
1127,103,47,6,3,282,1,29,0,0,1,0,0,0,0,1,0,605,247
1128,0,47,6,4,282,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1129,99,48,1,1,283,1,29,0,0,1,0,0,1,0,0,0,1021,286
1130,81,48,1,2,283,1,27,0,0,0,1,0,0,1,0,0,646,193
1131,42,48,1,3,283,1,23,0,0,1,0,1,0,0,0,0,600,402
1132,0,48,1,4,283,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1133,42,48,2,1,284,1,23,0,0,1,0,1,0,0,0,0,641,233
1134,99,48,2,2,284,1,29,0,0,1,0,0,1,0,0,0,507,298
1135,134,48,2,3,284,1,37,0,0,0,1,0,1,0,0,0,579,196
1136,0,48,2,4,284,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1137,103,48,3,1,285,1,29,0,0,1,0,0,0,0,1,0,1073,204
1138,134,48,3,2,285,1,37,0,0,0,1,0,1,0,0,0,562,188
1139,81,48,3,3,285,1,27,0,0,0,1,0,0,1,0,0,484,248
1140,0,48,3,4,285,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1141,81,48,4,1,286,1,27,0,0,0,1,0,0,1,0,0,648,260
1142,46,48,4,2,286,1,23,0,0,1,0,0,0,1,0,0,553,232
1143,99,48,4,3,286,1,29,0,0,1,0,0,1,0,0,0,639,182
1144,0,48,4,4,286,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1145,134,48,5,1,287,1,37,0,0,0,1,0,1,0,0,0,598,255
1146,103,48,5,2,287,1,29,0,0,1,0,0,0,0,1,0,657,275
1147,46,48,5,3,287,1,23,0,0,1,0,0,0,1,0,0,1067,252
1148,0,48,5,4,287,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1149,46,48,6,1,288,1,23,0,0,1,0,0,0,1,0,0,428,272
1150,42,48,6,2,288,1,23,0,0,1,0,1,0,0,0,0,433,194
1151,103,48,6,3,288,1,29,0,0,1,0,0,0,0,1,0,1035,260
1152,0,48,6,4,288,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1153,99,49,1,1,289,1,29,0,0,1,0,0,1,0,0,0,501,287
1154,81,49,1,2,289,1,27,0,0,0,1,0,0,1,0,0,588,225
1155,42,49,1,3,289,1,23,0,0,1,0,1,0,0,0,0,450,241
1156,0,49,1,4,289,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1157,42,49,2,1,290,1,23,0,0,1,0,1,0,0,0,0,475,403
1158,99,49,2,2,290,1,29,0,0,1,0,0,1,0,0,0,580,189
1159,134,49,2,3,290,1,37,0,0,0,1,0,1,0,0,0,769,286
1160,0,49,2,4,290,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1161,103,49,3,1,291,1,29,0,0,1,0,0,0,0,1,0,640,235
1162,134,49,3,2,291,1,37,0,0,0,1,0,1,0,0,0,760,267
1163,81,49,3,3,291,1,27,0,0,0,1,0,0,1,0,0,704,319
1164,0,49,3,4,291,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1165,81,49,4,1,292,1,27,0,0,0,1,0,0,1,0,0,595,289
1166,46,49,4,2,292,1,23,0,0,1,0,0,0,1,0,0,588,416
1167,99,49,4,3,292,1,29,0,0,1,0,0,1,0,0,0,531,213
1168,0,49,4,4,292,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1169,134,49,5,1,293,1,37,0,0,0,1,0,1,0,0,0,761,215
1170,103,49,5,2,293,1,29,0,0,1,0,0,0,0,1,0,487,180
1171,46,49,5,3,293,1,23,0,0,1,0,0,0,1,0,0,1021,251
1172,0,49,5,4,293,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1173,46,49,6,1,294,1,23,0,0,1,0,0,0,1,0,0,1040,411
1174,42,49,6,2,294,1,23,0,0,1,0,1,0,0,0,0,700,237
1175,103,49,6,3,294,1,29,0,0,1,0,0,0,0,1,0,481,281
1176,0,49,6,4,294,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1177,99,50,1,1,295,1,29,0,0,1,0,0,1,0,0,0,1014,194
1178,81,50,1,2,295,1,27,0,0,0,1,0,0,1,0,0,750,248
1179,42,50,1,3,295,1,23,0,0,1,0,1,0,0,0,0,616,240
1180,0,50,1,4,295,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1181,42,50,2,1,296,1,23,0,0,1,0,1,0,0,0,0,436,288
1182,99,50,2,2,296,1,29,0,0,1,0,0,1,0,0,0,652,205
1183,134,50,2,3,296,1,37,0,0,0,1,0,1,0,0,0,420,260
1184,0,50,2,4,296,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1185,103,50,3,1,297,1,29,0,0,1,0,0,0,0,1,0,421,207
1186,134,50,3,2,297,1,37,0,0,0,1,0,1,0,0,0,796,195
1187,81,50,3,3,297,1,27,0,0,0,1,0,0,1,0,0,428,205
1188,0,50,3,4,297,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1189,81,50,4,1,298,1,27,0,0,0,1,0,0,1,0,0,767,297
1190,46,50,4,2,298,1,23,0,0,1,0,0,0,1,0,0,569,212
1191,99,50,4,3,298,1,29,0,0,1,0,0,1,0,0,0,578,211
1192,0,50,4,4,298,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1193,134,50,5,1,299,1,37,0,0,0,1,0,1,0,0,0,693,306
1194,103,50,5,2,299,1,29,0,0,1,0,0,0,0,1,0,496,413
1195,46,50,5,3,299,1,23,0,0,1,0,0,0,1,0,0,577,262
1196,0,50,5,4,299,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1197,46,50,6,1,300,1,23,0,0,1,0,0,0,1,0,0,1065,407
1198,42,50,6,2,300,1,23,0,0,1,0,1,0,0,0,0,414,192
1199,103,50,6,3,300,1,29,0,0,1,0,0,0,0,1,0,427,221
1200,0,50,6,4,300,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1201,99,51,1,1,301,1,29,0,0,1,0,0,1,0,0,0,697,415
1202,81,51,1,2,301,1,27,0,0,0,1,0,0,1,0,0,713,219
1203,42,51,1,3,301,1,23,0,0,1,0,1,0,0,0,0,1007,216
1204,0,51,1,4,301,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1205,42,51,2,1,302,1,23,0,0,1,0,1,0,0,0,0,697,222
1206,99,51,2,2,302,1,29,0,0,1,0,0,1,0,0,0,597,218
1207,134,51,2,3,302,1,37,0,0,0,1,0,1,0,0,0,750,298
1208,0,51,2,4,302,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1209,103,51,3,1,303,1,29,0,0,1,0,0,0,0,1,0,480,205
1210,134,51,3,2,303,1,37,0,0,0,1,0,1,0,0,0,783,279
1211,81,51,3,3,303,1,27,0,0,0,1,0,0,1,0,0,403,334
1212,0,51,3,4,303,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1213,81,51,4,1,304,1,27,0,0,0,1,0,0,1,0,0,668,250
1214,46,51,4,2,304,1,23,0,0,1,0,0,0,1,0,0,490,294
1215,99,51,4,3,304,1,29,0,0,1,0,0,1,0,0,0,511,204
1216,0,51,4,4,304,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1217,134,51,5,1,305,1,37,0,0,0,1,0,1,0,0,0,454,315
1218,103,51,5,2,305,1,29,0,0,1,0,0,0,0,1,0,522,412
1219,46,51,5,3,305,1,23,0,0,1,0,0,0,1,0,0,683,279
1220,0,51,5,4,305,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1221,46,51,6,1,306,1,23,0,0,1,0,0,0,1,0,0,568,281
1222,42,51,6,2,306,1,23,0,0,1,0,1,0,0,0,0,1078,416
1223,103,51,6,3,306,1,29,0,0,1,0,0,0,0,1,0,1062,208
1224,0,51,6,4,306,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1225,99,52,1,1,307,1,29,0,0,1,0,0,1,0,0,0,473,235
1226,81,52,1,2,307,1,27,0,0,0,1,0,0,1,0,0,633,245
1227,42,52,1,3,307,1,23,0,0,1,0,1,0,0,0,0,587,237
1228,0,52,1,4,307,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1229,42,52,2,1,308,1,23,0,0,1,0,1,0,0,0,0,508,285
1230,99,52,2,2,308,1,29,0,0,1,0,0,1,0,0,0,593,246
1231,134,52,2,3,308,1,37,0,0,0,1,0,1,0,0,0,403,283
1232,0,52,2,4,308,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1233,103,52,3,1,309,1,29,0,0,1,0,0,0,0,1,0,669,407
1234,134,52,3,2,309,1,37,0,0,0,1,0,1,0,0,0,586,189
1235,81,52,3,3,309,1,27,0,0,0,1,0,0,1,0,0,453,243
1236,0,52,3,4,309,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1237,81,52,4,1,310,1,27,0,0,0,1,0,0,1,0,0,692,262
1238,46,52,4,2,310,1,23,0,0,1,0,0,0,1,0,0,631,248
1239,99,52,4,3,310,1,29,0,0,1,0,0,1,0,0,0,651,260
1240,0,52,4,4,310,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1241,134,52,5,1,311,1,37,0,0,0,1,0,1,0,0,0,719,303
1242,103,52,5,2,311,1,29,0,0,1,0,0,0,0,1,0,629,299
1243,46,52,5,3,311,1,23,0,0,1,0,0,0,1,0,0,1042,191
1244,0,52,5,4,311,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1245,46,52,6,1,312,1,23,0,0,1,0,0,0,1,0,0,1035,296
1246,42,52,6,2,312,1,23,0,0,1,0,1,0,0,0,0,636,248
1247,103,52,6,3,312,1,29,0,0,1,0,0,0,0,1,0,592,289
1248,0,52,6,4,312,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1249,99,53,1,1,313,1,29,0,0,1,0,0,1,0,0,0,699,245
1250,81,53,1,2,313,1,27,0,0,0,1,0,0,1,0,0,490,230
1251,42,53,1,3,313,1,23,0,0,1,0,1,0,0,0,0,557,217
1252,0,53,1,4,313,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1253,42,53,2,1,314,1,23,0,0,1,0,1,0,0,0,0,468,268
1254,99,53,2,2,314,1,29,0,0,1,0,0,1,0,0,0,1036,192
1255,134,53,2,3,314,1,37,0,0,0,1,0,1,0,0,0,684,341
1256,0,53,2,4,314,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1257,103,53,3,1,315,1,29,0,0,1,0,0,0,0,1,0,495,204
1258,134,53,3,2,315,1,37,0,0,0,1,0,1,0,0,0,736,218
1259,81,53,3,3,315,1,27,0,0,0,1,0,0,1,0,0,638,292
1260,0,53,3,4,315,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1261,81,53,4,1,316,1,27,0,0,0,1,0,0,1,0,0,621,347
1262,46,53,4,2,316,1,23,0,0,1,0,0,0,1,0,0,496,216
1263,99,53,4,3,316,1,29,0,0,1,0,0,1,0,0,0,1043,241
1264,0,53,4,4,316,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1265,134,53,5,1,317,1,37,0,0,0,1,0,1,0,0,0,458,306
1266,103,53,5,2,317,1,29,0,0,1,0,0,0,0,1,0,1009,208
1267,46,53,5,3,317,1,23,0,0,1,0,0,0,1,0,0,653,230
1268,0,53,5,4,317,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1269,46,53,6,1,318,1,23,0,0,1,0,0,0,1,0,0,516,221
1270,42,53,6,2,318,1,23,0,0,1,0,1,0,0,0,0,1021,250
1271,103,53,6,3,318,1,29,0,0,1,0,0,0,0,1,0,603,234
1272,0,53,6,4,318,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1273,99,54,1,1,319,1,29,0,0,1,0,0,1,0,0,0,585,194
1274,81,54,1,2,319,1,27,0,0,0,1,0,0,1,0,0,517,270
1275,42,54,1,3,319,1,23,0,0,1,0,1,0,0,0,0,470,220
1276,0,54,1,4,319,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1277,42,54,2,1,320,1,23,0,0,1,0,1,0,0,0,0,490,225
1278,99,54,2,2,320,1,29,0,0,1,0,0,1,0,0,0,503,409
1279,134,54,2,3,320,1,37,0,0,0,1,0,1,0,0,0,712,190
1280,0,54,2,4,320,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1281,103,54,3,1,321,1,29,0,0,1,0,0,0,0,1,0,632,414
1282,134,54,3,2,321,1,37,0,0,0,1,0,1,0,0,0,577,209
1283,81,54,3,3,321,1,27,0,0,0,1,0,0,1,0,0,791,270
1284,0,54,3,4,321,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1285,81,54,4,1,322,1,27,0,0,0,1,0,0,1,0,0,461,185
1286,46,54,4,2,322,1,23,0,0,1,0,0,0,1,0,0,544,219
1287,99,54,4,3,322,1,29,0,0,1,0,0,1,0,0,0,1093,278
1288,0,54,4,4,322,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1289,134,54,5,1,323,1,37,0,0,0,1,0,1,0,0,0,607,186
1290,103,54,5,2,323,1,29,0,0,1,0,0,0,0,1,0,1000,225
1291,46,54,5,3,323,1,23,0,0,1,0,0,0,1,0,0,693,213
1292,0,54,5,4,323,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1293,46,54,6,1,324,1,23,0,0,1,0,0,0,1,0,0,684,204
1294,42,54,6,2,324,1,23,0,0,1,0,1,0,0,0,0,1081,282
1295,103,54,6,3,324,1,29,0,0,1,0,0,0,0,1,0,559,267
1296,0,54,6,4,324,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1297,99,55,1,1,325,1,29,0,0,1,0,0,1,0,0,0,491,296
1298,81,55,1,2,325,1,27,0,0,0,1,0,0,1,0,0,468,292
1299,42,55,1,3,325,1,23,0,0,1,0,1,0,0,0,0,689,232
1300,0,55,1,4,325,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1301,42,55,2,1,326,1,23,0,0,1,0,1,0,0,0,0,566,243
1302,99,55,2,2,326,1,29,0,0,1,0,0,1,0,0,0,525,217
1303,134,55,2,3,326,1,37,0,0,0,1,0,1,0,0,0,451,233
1304,0,55,2,4,326,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1305,103,55,3,1,327,1,29,0,0,1,0,0,0,0,1,0,1023,413
1306,134,55,3,2,327,1,37,0,0,0,1,0,1,0,0,0,685,214
1307,81,55,3,3,327,1,27,0,0,0,1,0,0,1,0,0,602,304
1308,0,55,3,4,327,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1309,81,55,4,1,328,1,27,0,0,0,1,0,0,1,0,0,522,273
1310,46,55,4,2,328,1,23,0,0,1,0,0,0,1,0,0,512,214
1311,99,55,4,3,328,1,29,0,0,1,0,0,1,0,0,0,522,186
1312,0,55,4,4,328,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1313,134,55,5,1,329,1,37,0,0,0,1,0,1,0,0,0,624,293
1314,103,55,5,2,329,1,29,0,0,1,0,0,0,0,1,0,616,409
1315,46,55,5,3,329,1,23,0,0,1,0,0,0,1,0,0,1078,252
1316,0,55,5,4,329,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1317,46,55,6,1,330,1,23,0,0,1,0,0,0,1,0,0,488,257
1318,42,55,6,2,330,1,23,0,0,1,0,1,0,0,0,0,535,269
1319,103,55,6,3,330,1,29,0,0,1,0,0,0,0,1,0,435,253
1320,0,55,6,4,330,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1321,99,56,1,1,331,1,29,0,0,1,0,0,1,0,0,0,1060,193
1322,81,56,1,2,331,1,27,0,0,0,1,0,0,1,0,0,493,302
1323,42,56,1,3,331,1,23,0,0,1,0,1,0,0,0,0,1026,211
1324,0,56,1,4,331,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1325,42,56,2,1,332,1,23,0,0,1,0,1,0,0,0,0,523,292
1326,99,56,2,2,332,1,29,0,0,1,0,0,1,0,0,0,539,298
1327,134,56,2,3,332,1,37,0,0,0,1,0,1,0,0,0,798,264
1328,0,56,2,4,332,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1329,103,56,3,1,333,1,29,0,0,1,0,0,0,0,1,0,1026,222
1330,134,56,3,2,333,1,37,0,0,0,1,0,1,0,0,0,620,180
1331,81,56,3,3,333,1,27,0,0,0,1,0,0,1,0,0,757,284
1332,0,56,3,4,333,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1333,81,56,4,1,334,1,27,0,0,0,1,0,0,1,0,0,418,324
1334,46,56,4,2,334,1,23,0,0,1,0,0,0,1,0,0,544,300
1335,99,56,4,3,334,1,29,0,0,1,0,0,1,0,0,0,418,198
1336,0,56,4,4,334,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1337,134,56,5,1,335,1,37,0,0,0,1,0,1,0,0,0,693,222
1338,103,56,5,2,335,1,29,0,0,1,0,0,0,0,1,0,647,400
1339,46,56,5,3,335,1,23,0,0,1,0,0,0,1,0,0,528,400
1340,0,56,5,4,335,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1341,46,56,6,1,336,1,23,0,0,1,0,0,0,1,0,0,542,181
1342,42,56,6,2,336,1,23,0,0,1,0,1,0,0,0,0,689,291
1343,103,56,6,3,336,1,29,0,0,1,0,0,0,0,1,0,668,183
1344,0,56,6,4,336,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1345,99,57,1,1,337,1,29,0,0,1,0,0,1,0,0,0,515,280
1346,81,57,1,2,337,1,27,0,0,0,1,0,0,1,0,0,658,343
1347,42,57,1,3,337,1,23,0,0,1,0,1,0,0,0,0,573,412
1348,0,57,1,4,337,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1349,42,57,2,1,338,1,23,0,0,1,0,1,0,0,0,0,514,195
1350,99,57,2,2,338,1,29,0,0,1,0,0,1,0,0,0,502,237
1351,134,57,2,3,338,1,37,0,0,0,1,0,1,0,0,0,752,223
1352,0,57,2,4,338,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1353,103,57,3,1,339,1,29,0,0,1,0,0,0,0,1,0,579,255
1354,134,57,3,2,339,1,37,0,0,0,1,0,1,0,0,0,415,239
1355,81,57,3,3,339,1,27,0,0,0,1,0,0,1,0,0,498,197
1356,0,57,3,4,339,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1357,81,57,4,1,340,1,27,0,0,0,1,0,0,1,0,0,447,302
1358,46,57,4,2,340,1,23,0,0,1,0,0,0,1,0,0,686,408
1359,99,57,4,3,340,1,29,0,0,1,0,0,1,0,0,0,467,287
1360,0,57,4,4,340,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1361,134,57,5,1,341,1,37,0,0,0,1,0,1,0,0,0,547,222
1362,103,57,5,2,341,1,29,0,0,1,0,0,0,0,1,0,692,204
1363,46,57,5,3,341,1,23,0,0,1,0,0,0,1,0,0,1023,244
1364,0,57,5,4,341,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1365,46,57,6,1,342,1,23,0,0,1,0,0,0,1,0,0,1095,241
1366,42,57,6,2,342,1,23,0,0,1,0,1,0,0,0,0,697,282
1367,103,57,6,3,342,1,29,0,0,1,0,0,0,0,1,0,1078,204
1368,0,57,6,4,342,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1369,99,58,1,1,343,1,29,0,0,1,0,0,1,0,0,0,436,204
1370,81,58,1,2,343,1,27,0,0,0,1,0,0,1,0,0,435,346
1371,42,58,1,3,343,1,23,0,0,1,0,1,0,0,0,0,672,273
1372,0,58,1,4,343,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1373,42,58,2,1,344,1,23,0,0,1,0,1,0,0,0,0,1021,238
1374,99,58,2,2,344,1,29,0,0,1,0,0,1,0,0,0,1082,232
1375,134,58,2,3,344,1,37,0,0,0,1,0,1,0,0,0,609,339
1376,0,58,2,4,344,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1377,103,58,3,1,345,1,29,0,0,1,0,0,0,0,1,0,400,211
1378,134,58,3,2,345,1,37,0,0,0,1,0,1,0,0,0,520,295
1379,81,58,3,3,345,1,27,0,0,0,1,0,0,1,0,0,462,259
1380,0,58,3,4,345,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1381,81,58,4,1,346,1,27,0,0,0,1,0,0,1,0,0,719,338
1382,46,58,4,2,346,1,23,0,0,1,0,0,0,1,0,0,457,212
1383,99,58,4,3,346,1,29,0,0,1,0,0,1,0,0,0,445,188
1384,0,58,4,4,346,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1385,134,58,5,1,347,1,37,0,0,0,1,0,1,0,0,0,459,317
1386,103,58,5,2,347,1,29,0,0,1,0,0,0,0,1,0,677,186
1387,46,58,5,3,347,1,23,0,0,1,0,0,0,1,0,0,690,414
1388,0,58,5,4,347,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1389,46,58,6,1,348,1,23,0,0,1,0,0,0,1,0,0,499,293
1390,42,58,6,2,348,1,23,0,0,1,0,1,0,0,0,0,453,200
1391,103,58,6,3,348,1,29,0,0,1,0,0,0,0,1,0,401,187
1392,0,58,6,4,348,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1393,99,59,1,1,349,1,29,0,0,1,0,0,1,0,0,0,1090,411
1394,81,59,1,2,349,1,27,0,0,0,1,0,0,1,0,0,578,197
1395,42,59,1,3,349,1,23,0,0,1,0,1,0,0,0,0,1083,259
1396,0,59,1,4,349,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1397,42,59,2,1,350,1,23,0,0,1,0,1,0,0,0,0,432,254
1398,99,59,2,2,350,1,29,0,0,1,0,0,1,0,0,0,465,407
1399,134,59,2,3,350,1,37,0,0,0,1,0,1,0,0,0,401,302
1400,0,59,2,4,350,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1401,103,59,3,1,351,1,29,0,0,1,0,0,0,0,1,0,632,222
1402,134,59,3,2,351,1,37,0,0,0,1,0,1,0,0,0,617,292
1403,81,59,3,3,351,1,27,0,0,0,1,0,0,1,0,0,425,256
1404,0,59,3,4,351,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1405,81,59,4,1,352,1,27,0,0,0,1,0,0,1,0,0,633,193
1406,46,59,4,2,352,1,23,0,0,1,0,0,0,1,0,0,1067,205
1407,99,59,4,3,352,1,29,0,0,1,0,0,1,0,0,0,586,223
1408,0,59,4,4,352,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1409,134,59,5,1,353,1,37,0,0,0,1,0,1,0,0,0,403,336
1410,103,59,5,2,353,1,29,0,0,1,0,0,0,0,1,0,427,281
1411,46,59,5,3,353,1,23,0,0,1,0,0,0,1,0,0,548,411
1412,0,59,5,4,353,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1413,46,59,6,1,354,1,23,0,0,1,0,0,0,1,0,0,416,279
1414,42,59,6,2,354,1,23,0,0,1,0,1,0,0,0,0,599,270
1415,103,59,6,3,354,1,29,0,0,1,0,0,0,0,1,0,547,254
1416,0,59,6,4,354,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1417,99,60,1,1,355,1,29,0,0,1,0,0,1,0,0,0,1014,233
1418,81,60,1,2,355,1,27,0,0,0,1,0,0,1,0,0,430,210
1419,42,60,1,3,355,1,23,0,0,1,0,1,0,0,0,0,700,198
1420,0,60,1,4,355,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1421,42,60,2,1,356,1,23,0,0,1,0,1,0,0,0,0,414,230
1422,99,60,2,2,356,1,29,0,0,1,0,0,1,0,0,0,1007,282
1423,134,60,2,3,356,1,37,0,0,0,1,0,1,0,0,0,413,329
1424,0,60,2,4,356,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1425,103,60,3,1,357,1,29,0,0,1,0,0,0,0,1,0,528,252
1426,134,60,3,2,357,1,37,0,0,0,1,0,1,0,0,0,745,335
1427,81,60,3,3,357,1,27,0,0,0,1,0,0,1,0,0,520,249
1428,0,60,3,4,357,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1429,81,60,4,1,358,1,27,0,0,0,1,0,0,1,0,0,461,194
1430,46,60,4,2,358,1,23,0,0,1,0,0,0,1,0,0,519,247
1431,99,60,4,3,358,1,29,0,0,1,0,0,1,0,0,0,403,256
1432,0,60,4,4,358,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1433,134,60,5,1,359,1,37,0,0,0,1,0,1,0,0,0,437,266
1434,103,60,5,2,359,1,29,0,0,1,0,0,0,0,1,0,431,401
1435,46,60,5,3,359,1,23,0,0,1,0,0,0,1,0,0,437,265
1436,0,60,5,4,359,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1437,46,60,6,1,360,1,23,0,0,1,0,0,0,1,0,0,1068,411
