"respondent_id","question_id","respondent_question_id","alternative_id","choice","price","gram","kcal","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","is_well_known","is_bundle","is_premium","no_choice","past.use_this","brand.recall_this","brand.recognition_this","age","gender","income","location","fast.food.frequency","education","total_recalled","total_recognized","avg_price_guess_diff"
23,2,"23_2",1,0,23,252,498,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,2,"23_2",2,1,29,235,1042,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,2,"23_2",3,0,37,230,448,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,2,"23_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,3,"23_3",1,0,29,206,524,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,3,"23_3",2,0,37,270,509,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,3,"23_3",3,1,27,183,722,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,3,"23_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,4,"23_4",1,0,27,317,561,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,4,"23_4",2,0,23,207,520,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,4,"23_4",3,1,29,263,413,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,4,"23_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,5,"23_5",1,0,37,338,795,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,5,"23_5",2,1,29,266,600,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,5,"23_5",3,0,23,266,1001,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,5,"23_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,6,"23_6",1,1,23,194,1051,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,6,"23_6",2,0,23,282,1030,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,6,"23_6",3,0,29,209,452,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
23,6,"23_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",5,5,8.76333333333333
24,1,"24_1",1,0,29,230,471,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,1,"24_1",2,0,27,225,492,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,1,"24_1",3,1,23,290,665,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,1,"24_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,2,"24_2",1,0,23,228,467,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,2,"24_2",2,1,29,297,419,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,2,"24_2",3,0,37,263,482,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,2,"24_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,3,"24_3",1,1,29,236,1040,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,3,"24_3",2,0,37,210,647,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,3,"24_3",3,0,27,221,459,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,3,"24_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,4,"24_4",1,1,27,266,756,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,4,"24_4",2,0,23,238,622,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,4,"24_4",3,0,29,260,439,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,4,"24_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,5,"24_5",1,0,37,289,505,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,5,"24_5",2,0,29,403,1075,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,5,"24_5",3,1,23,211,506,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,5,"24_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,6,"24_6",1,0,23,193,440,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,6,"24_6",2,0,23,220,1043,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,6,"24_6",3,0,29,277,628,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
24,6,"24_6",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",5,3,10.8966666666667
25,1,"25_1",1,0,29,222,417,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,1,"25_1",2,1,27,273,687,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,1,"25_1",3,0,23,186,1079,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,1,"25_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,2,"25_2",1,1,23,285,493,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,2,"25_2",2,0,29,253,653,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,2,"25_2",3,0,37,222,792,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,2,"25_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,3,"25_3",1,0,29,261,1016,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,3,"25_3",2,1,37,247,685,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,3,"25_3",3,0,27,267,567,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,3,"25_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,4,"25_4",1,0,27,312,760,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,4,"25_4",2,0,23,299,443,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,4,"25_4",3,1,29,196,432,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,4,"25_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,5,"25_5",1,1,37,205,566,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,5,"25_5",2,0,29,186,657,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,5,"25_5",3,0,23,233,545,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,5,"25_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,6,"25_6",1,0,23,284,635,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,6,"25_6",2,0,23,209,464,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,6,"25_6",3,1,29,203,1026,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
25,6,"25_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-50-150","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",7,6,2.56333333333333
26,1,"26_1",1,0,29,259,547,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,1,"26_1",2,1,27,258,477,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,1,"26_1",3,0,23,181,1077,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,1,"26_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,2,"26_2",1,0,23,419,552,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,2,"26_2",2,0,29,285,641,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,2,"26_2",3,1,37,220,570,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,2,"26_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,3,"26_3",1,1,29,203,644,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,3,"26_3",2,0,37,237,749,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,3,"26_3",3,0,27,286,685,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,3,"26_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,4,"26_4",1,0,27,184,567,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,4,"26_4",2,0,23,214,1057,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,4,"26_4",3,1,29,226,539,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,4,"26_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,5,"26_5",1,1,37,234,497,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,5,"26_5",2,0,29,297,587,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,5,"26_5",3,0,23,192,1045,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,5,"26_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,6,"26_6",1,0,23,414,698,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,6,"26_6",2,1,23,416,685,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,6,"26_6",3,0,29,291,438,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
26,6,"26_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","1000-2500","miasto-500","raz-w-miesiacu","w-trakcie-studiow",8,8,6.56333333333333
27,1,"27_1",1,0,29,232,616,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,1,"27_1",2,0,27,317,771,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,1,"27_1",3,0,23,414,674,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,1,"27_1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,2,"27_2",1,1,23,281,575,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,2,"27_2",2,0,29,263,1006,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,2,"27_2",3,0,37,228,584,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,2,"27_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,3,"27_3",1,0,29,217,1067,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,3,"27_3",2,0,37,229,579,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,3,"27_3",3,1,27,226,743,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,3,"27_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,4,"27_4",1,0,27,208,766,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,4,"27_4",2,0,23,267,590,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,4,"27_4",3,1,29,402,478,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,4,"27_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,5,"27_5",1,1,37,191,795,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,5,"27_5",2,0,29,267,422,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,5,"27_5",3,0,23,194,537,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,5,"27_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,6,"27_6",1,0,23,233,485,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,6,"27_6",2,0,23,276,1035,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,6,"27_6",3,1,29,409,1032,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
27,6,"27_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","2500-5000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",6,7,5.77
28,1,"28_1",1,0,29,205,493,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,1,"28_1",2,1,27,201,582,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,1,"28_1",3,0,23,240,471,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,1,"28_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,2,"28_2",1,0,23,191,1082,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,2,"28_2",2,1,29,417,471,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,2,"28_2",3,0,37,296,505,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,2,"28_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,3,"28_3",1,1,29,293,555,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,3,"28_3",2,0,37,203,525,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,3,"28_3",3,0,27,287,635,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
28,3,"28_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-500","raz-w-miesiacu","w-trakcie-studiow",3,4,1.30333333333333
