"","profileID","respID","qID","altID","obsID","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","no_choice"
"1401",71,36,1,1,351,40,0,0,0,1,0,0,1,0,0
"1402",72,36,1,2,351,40,0,0,0,1,0,0,0,1,0
"1403",20,36,1,3,351,22,0,1,0,0,0,0,0,1,0
"1404",0,36,1,4,351,0,0,0,0,0,0,0,0,0,1
"1405",3,36,2,1,352,12,1,0,0,0,0,0,1,0,0
"1406",42,36,2,2,352,28,0,0,0,1,0,1,0,0,0
"1407",28,36,2,3,352,24,0,0,1,0,0,0,0,1,0
"1408",0,36,2,4,352,0,0,0,0,0,0,0,0,0,1
"1409",72,36,3,1,353,40,0,0,0,1,0,0,0,1,0
"1410",28,36,3,2,353,24,0,0,1,0,0,0,0,1,0
"1411",39,36,3,3,353,28,0,0,0,1,1,0,0,0,0
"1412",0,36,3,4,353,0,0,0,0,0,0,0,0,0,1
"1413",39,36,4,1,354,28,0,0,0,1,1,0,0,0,0
"1414",3,36,4,2,354,12,1,0,0,0,0,0,1,0,0
"1415",71,36,4,3,354,40,0,0,0,1,0,0,1,0,0
"1416",0,36,4,4,354,0,0,0,0,0,0,0,0,0,1
"1417",20,36,5,1,355,22,0,1,0,0,0,0,0,1,0
"1418",41,36,5,2,355,28,0,0,1,0,0,1,0,0,0
"1419",3,36,5,3,355,12,1,0,0,0,0,0,1,0,0
"1420",0,36,5,4,355,0,0,0,0,0,0,0,0,0,1
"1421",37,36,6,1,356,28,0,1,0,0,1,0,0,0,0
"1422",71,36,6,2,356,40,0,0,0,1,0,0,1,0,0
"1423",14,36,6,3,356,18,1,0,0,0,0,1,0,0,0
"1424",0,36,6,4,356,0,0,0,0,0,0,0,0,0,1
"1425",41,36,7,1,357,28,0,0,1,0,0,1,0,0,0
"1426",14,36,7,2,357,18,1,0,0,0,0,1,0,0,0
"1427",37,36,7,3,357,28,0,1,0,0,1,0,0,0,0
"1428",0,36,7,4,357,0,0,0,0,0,0,0,0,0,1
"1429",14,36,8,1,358,18,1,0,0,0,0,1,0,0,0
"1430",20,36,8,2,358,22,0,1,0,0,0,0,0,1,0
"1431",42,36,8,3,358,28,0,0,0,1,0,1,0,0,0
"1432",0,36,8,4,358,0,0,0,0,0,0,0,0,0,1
"1433",28,36,9,1,359,24,0,0,1,0,0,0,0,1,0
"1434",37,36,9,2,359,28,0,1,0,0,1,0,0,0,0
"1435",41,36,9,3,359,28,0,0,1,0,0,1,0,0,0
"1436",0,36,9,4,359,0,0,0,0,0,0,0,0,0,1
"1437",42,36,10,1,360,28,0,0,0,1,0,1,0,0,0
"1438",39,36,10,2,360,28,0,0,0,1,1,0,0,0,0
"1439",72,36,10,3,360,40,0,0,0,1,0,0,0,1,0
"1440",0,36,10,4,360,0,0,0,0,0,0,0,0,0,1
"1441",71,37,1,1,361,40,0,0,0,1,0,0,1,0,0
"1442",72,37,1,2,361,40,0,0,0,1,0,0,0,1,0
"1443",20,37,1,3,361,22,0,1,0,0,0,0,0,1,0
"1444",0,37,1,4,361,0,0,0,0,0,0,0,0,0,1
"1445",3,37,2,1,362,12,1,0,0,0,0,0,1,0,0
"1446",42,37,2,2,362,28,0,0,0,1,0,1,0,0,0
"1447",28,37,2,3,362,24,0,0,1,0,0,0,0,1,0
"1448",0,37,2,4,362,0,0,0,0,0,0,0,0,0,1
"1449",72,37,3,1,363,40,0,0,0,1,0,0,0,1,0
"1450",28,37,3,2,363,24,0,0,1,0,0,0,0,1,0
"1451",39,37,3,3,363,28,0,0,0,1,1,0,0,0,0
"1452",0,37,3,4,363,0,0,0,0,0,0,0,0,0,1
"1453",39,37,4,1,364,28,0,0,0,1,1,0,0,0,0
"1454",3,37,4,2,364,12,1,0,0,0,0,0,1,0,0
"1455",71,37,4,3,364,40,0,0,0,1,0,0,1,0,0
"1456",0,37,4,4,364,0,0,0,0,0,0,0,0,0,1
"1457",20,37,5,1,365,22,0,1,0,0,0,0,0,1,0
"1458",41,37,5,2,365,28,0,0,1,0,0,1,0,0,0
"1459",3,37,5,3,365,12,1,0,0,0,0,0,1,0,0
"1460",0,37,5,4,365,0,0,0,0,0,0,0,0,0,1
"1461",37,37,6,1,366,28,0,1,0,0,1,0,0,0,0
"1462",71,37,6,2,366,40,0,0,0,1,0,0,1,0,0
"1463",14,37,6,3,366,18,1,0,0,0,0,1,0,0,0
"1464",0,37,6,4,366,0,0,0,0,0,0,0,0,0,1
"1465",41,37,7,1,367,28,0,0,1,0,0,1,0,0,0
"1466",14,37,7,2,367,18,1,0,0,0,0,1,0,0,0
"1467",37,37,7,3,367,28,0,1,0,0,1,0,0,0,0
"1468",0,37,7,4,367,0,0,0,0,0,0,0,0,0,1
"1469",14,37,8,1,368,18,1,0,0,0,0,1,0,0,0
"1470",20,37,8,2,368,22,0,1,0,0,0,0,0,1,0
"1471",42,37,8,3,368,28,0,0,0,1,0,1,0,0,0
"1472",0,37,8,4,368,0,0,0,0,0,0,0,0,0,1
"1473",28,37,9,1,369,24,0,0,1,0,0,0,0,1,0
"1474",37,37,9,2,369,28,0,1,0,0,1,0,0,0,0
"1475",41,37,9,3,369,28,0,0,1,0,0,1,0,0,0
"1476",0,37,9,4,369,0,0,0,0,0,0,0,0,0,1
"1477",42,37,10,1,370,28,0,0,0,1,0,1,0,0,0
"1478",39,37,10,2,370,28,0,0,0,1,1,0,0,0,0
"1479",72,37,10,3,370,40,0,0,0,1,0,0,0,1,0
"1480",0,37,10,4,370,0,0,0,0,0,0,0,0,0,1
"1481",71,38,1,1,371,40,0,0,0,1,0,0,1,0,0
"1482",72,38,1,2,371,40,0,0,0,1,0,0,0,1,0
"1483",20,38,1,3,371,22,0,1,0,0,0,0,0,1,0
"1484",0,38,1,4,371,0,0,0,0,0,0,0,0,0,1
"1485",3,38,2,1,372,12,1,0,0,0,0,0,1,0,0
"1486",42,38,2,2,372,28,0,0,0,1,0,1,0,0,0
"1487",28,38,2,3,372,24,0,0,1,0,0,0,0,1,0
"1488",0,38,2,4,372,0,0,0,0,0,0,0,0,0,1
"1489",72,38,3,1,373,40,0,0,0,1,0,0,0,1,0
"1490",28,38,3,2,373,24,0,0,1,0,0,0,0,1,0
"1491",39,38,3,3,373,28,0,0,0,1,1,0,0,0,0
"1492",0,38,3,4,373,0,0,0,0,0,0,0,0,0,1
"1493",39,38,4,1,374,28,0,0,0,1,1,0,0,0,0
"1494",3,38,4,2,374,12,1,0,0,0,0,0,1,0,0
"1495",71,38,4,3,374,40,0,0,0,1,0,0,1,0,0
"1496",0,38,4,4,374,0,0,0,0,0,0,0,0,0,1
"1497",20,38,5,1,375,22,0,1,0,0,0,0,0,1,0
"1498",41,38,5,2,375,28,0,0,1,0,0,1,0,0,0
"1499",3,38,5,3,375,12,1,0,0,0,0,0,1,0,0
"1500",0,38,5,4,375,0,0,0,0,0,0,0,0,0,1
"1501",37,38,6,1,376,28,0,1,0,0,1,0,0,0,0
"1502",71,38,6,2,376,40,0,0,0,1,0,0,1,0,0
"1503",14,38,6,3,376,18,1,0,0,0,0,1,0,0,0
"1504",0,38,6,4,376,0,0,0,0,0,0,0,0,0,1
"1505",41,38,7,1,377,28,0,0,1,0,0,1,0,0,0
"1506",14,38,7,2,377,18,1,0,0,0,0,1,0,0,0
"1507",37,38,7,3,377,28,0,1,0,0,1,0,0,0,0
"1508",0,38,7,4,377,0,0,0,0,0,0,0,0,0,1
"1509",14,38,8,1,378,18,1,0,0,0,0,1,0,0,0
"1510",20,38,8,2,378,22,0,1,0,0,0,0,0,1,0
"1511",42,38,8,3,378,28,0,0,0,1,0,1,0,0,0
"1512",0,38,8,4,378,0,0,0,0,0,0,0,0,0,1
"1513",28,38,9,1,379,24,0,0,1,0,0,0,0,1,0
"1514",37,38,9,2,379,28,0,1,0,0,1,0,0,0,0
"1515",41,38,9,3,379,28,0,0,1,0,0,1,0,0,0
"1516",0,38,9,4,379,0,0,0,0,0,0,0,0,0,1
"1517",42,38,10,1,380,28,0,0,0,1,0,1,0,0,0
"1518",39,38,10,2,380,28,0,0,0,1,1,0,0,0,0
"1519",72,38,10,3,380,40,0,0,0,1,0,0,0,1,0
"1520",0,38,10,4,380,0,0,0,0,0,0,0,0,0,1
"1521",71,39,1,1,381,40,0,0,0,1,0,0,1,0,0
"1522",72,39,1,2,381,40,0,0,0,1,0,0,0,1,0
"1523",20,39,1,3,381,22,0,1,0,0,0,0,0,1,0
"1524",0,39,1,4,381,0,0,0,0,0,0,0,0,0,1
"1525",3,39,2,1,382,12,1,0,0,0,0,0,1,0,0
"1526",42,39,2,2,382,28,0,0,0,1,0,1,0,0,0
"1527",28,39,2,3,382,24,0,0,1,0,0,0,0,1,0
"1528",0,39,2,4,382,0,0,0,0,0,0,0,0,0,1
"1529",72,39,3,1,383,40,0,0,0,1,0,0,0,1,0
"1530",28,39,3,2,383,24,0,0,1,0,0,0,0,1,0
"1531",39,39,3,3,383,28,0,0,0,1,1,0,0,0,0
"1532",0,39,3,4,383,0,0,0,0,0,0,0,0,0,1
"1533",39,39,4,1,384,28,0,0,0,1,1,0,0,0,0
"1534",3,39,4,2,384,12,1,0,0,0,0,0,1,0,0
"1535",71,39,4,3,384,40,0,0,0,1,0,0,1,0,0
"1536",0,39,4,4,384,0,0,0,0,0,0,0,0,0,1
"1537",20,39,5,1,385,22,0,1,0,0,0,0,0,1,0
"1538",41,39,5,2,385,28,0,0,1,0,0,1,0,0,0
"1539",3,39,5,3,385,12,1,0,0,0,0,0,1,0,0
"1540",0,39,5,4,385,0,0,0,0,0,0,0,0,0,1
"1541",37,39,6,1,386,28,0,1,0,0,1,0,0,0,0
"1542",71,39,6,2,386,40,0,0,0,1,0,0,1,0,0
"1543",14,39,6,3,386,18,1,0,0,0,0,1,0,0,0
"1544",0,39,6,4,386,0,0,0,0,0,0,0,0,0,1
"1545",41,39,7,1,387,28,0,0,1,0,0,1,0,0,0
"1546",14,39,7,2,387,18,1,0,0,0,0,1,0,0,0
"1547",37,39,7,3,387,28,0,1,0,0,1,0,0,0,0
"1548",0,39,7,4,387,0,0,0,0,0,0,0,0,0,1
"1549",14,39,8,1,388,18,1,0,0,0,0,1,0,0,0
"1550",20,39,8,2,388,22,0,1,0,0,0,0,0,1,0
"1551",42,39,8,3,388,28,0,0,0,1,0,1,0,0,0
"1552",0,39,8,4,388,0,0,0,0,0,0,0,0,0,1
"1553",28,39,9,1,389,24,0,0,1,0,0,0,0,1,0
"1554",37,39,9,2,389,28,0,1,0,0,1,0,0,0,0
"1555",41,39,9,3,389,28,0,0,1,0,0,1,0,0,0
"1556",0,39,9,4,389,0,0,0,0,0,0,0,0,0,1
"1557",42,39,10,1,390,28,0,0,0,1,0,1,0,0,0
"1558",39,39,10,2,390,28,0,0,0,1,1,0,0,0,0
"1559",72,39,10,3,390,40,0,0,0,1,0,0,0,1,0
"1560",0,39,10,4,390,0,0,0,0,0,0,0,0,0,1
"1561",71,40,1,1,391,40,0,0,0,1,0,0,1,0,0
"1562",72,40,1,2,391,40,0,0,0,1,0,0,0,1,0
"1563",20,40,1,3,391,22,0,1,0,0,0,0,0,1,0
"1564",0,40,1,4,391,0,0,0,0,0,0,0,0,0,1
"1565",3,40,2,1,392,12,1,0,0,0,0,0,1,0,0
"1566",42,40,2,2,392,28,0,0,0,1,0,1,0,0,0
"1567",28,40,2,3,392,24,0,0,1,0,0,0,0,1,0
"1568",0,40,2,4,392,0,0,0,0,0,0,0,0,0,1
"1569",72,40,3,1,393,40,0,0,0,1,0,0,0,1,0
"1570",28,40,3,2,393,24,0,0,1,0,0,0,0,1,0
"1571",39,40,3,3,393,28,0,0,0,1,1,0,0,0,0
"1572",0,40,3,4,393,0,0,0,0,0,0,0,0,0,1
"1573",39,40,4,1,394,28,0,0,0,1,1,0,0,0,0
"1574",3,40,4,2,394,12,1,0,0,0,0,0,1,0,0
"1575",71,40,4,3,394,40,0,0,0,1,0,0,1,0,0
"1576",0,40,4,4,394,0,0,0,0,0,0,0,0,0,1
"1577",20,40,5,1,395,22,0,1,0,0,0,0,0,1,0
"1578",41,40,5,2,395,28,0,0,1,0,0,1,0,0,0
"1579",3,40,5,3,395,12,1,0,0,0,0,0,1,0,0
"1580",0,40,5,4,395,0,0,0,0,0,0,0,0,0,1
"1581",37,40,6,1,396,28,0,1,0,0,1,0,0,0,0
"1582",71,40,6,2,396,40,0,0,0,1,0,0,1,0,0
"1583",14,40,6,3,396,18,1,0,0,0,0,1,0,0,0
"1584",0,40,6,4,396,0,0,0,0,0,0,0,0,0,1
"1585",41,40,7,1,397,28,0,0,1,0,0,1,0,0,0
"1586",14,40,7,2,397,18,1,0,0,0,0,1,0,0,0
"1587",37,40,7,3,397,28,0,1,0,0,1,0,0,0,0
"1588",0,40,7,4,397,0,0,0,0,0,0,0,0,0,1
"1589",14,40,8,1,398,18,1,0,0,0,0,1,0,0,0
"1590",20,40,8,2,398,22,0,1,0,0,0,0,0,1,0
"1591",42,40,8,3,398,28,0,0,0,1,0,1,0,0,0
"1592",0,40,8,4,398,0,0,0,0,0,0,0,0,0,1
"1593",28,40,9,1,399,24,0,0,1,0,0,0,0,1,0
"1594",37,40,9,2,399,28,0,1,0,0,1,0,0,0,0
"1595",41,40,9,3,399,28,0,0,1,0,0,1,0,0,0
"1596",0,40,9,4,399,0,0,0,0,0,0,0,0,0,1
"1597",42,40,10,1,400,28,0,0,0,1,0,1,0,0,0
"1598",39,40,10,2,400,28,0,0,0,1,1,0,0,0,0
"1599",72,40,10,3,400,40,0,0,0,1,0,0,0,1,0
"1600",0,40,10,4,400,0,0,0,0,0,0,0,0,0,1
"1601",71,41,1,1,401,40,0,0,0,1,0,0,1,0,0
"1602",72,41,1,2,401,40,0,0,0,1,0,0,0,1,0
"1603",20,41,1,3,401,22,0,1,0,0,0,0,0,1,0
"1604",0,41,1,4,401,0,0,0,0,0,0,0,0,0,1
"1605",3,41,2,1,402,12,1,0,0,0,0,0,1,0,0
"1606",42,41,2,2,402,28,0,0,0,1,0,1,0,0,0
"1607",28,41,2,3,402,24,0,0,1,0,0,0,0,1,0
"1608",0,41,2,4,402,0,0,0,0,0,0,0,0,0,1
"1609",72,41,3,1,403,40,0,0,0,1,0,0,0,1,0
"1610",28,41,3,2,403,24,0,0,1,0,0,0,0,1,0
"1611",39,41,3,3,403,28,0,0,0,1,1,0,0,0,0
"1612",0,41,3,4,403,0,0,0,0,0,0,0,0,0,1
"1613",39,41,4,1,404,28,0,0,0,1,1,0,0,0,0
"1614",3,41,4,2,404,12,1,0,0,0,0,0,1,0,0
"1615",71,41,4,3,404,40,0,0,0,1,0,0,1,0,0
"1616",0,41,4,4,404,0,0,0,0,0,0,0,0,0,1
"1617",20,41,5,1,405,22,0,1,0,0,0,0,0,1,0
"1618",41,41,5,2,405,28,0,0,1,0,0,1,0,0,0
"1619",3,41,5,3,405,12,1,0,0,0,0,0,1,0,0
"1620",0,41,5,4,405,0,0,0,0,0,0,0,0,0,1
"1621",37,41,6,1,406,28,0,1,0,0,1,0,0,0,0
"1622",71,41,6,2,406,40,0,0,0,1,0,0,1,0,0
"1623",14,41,6,3,406,18,1,0,0,0,0,1,0,0,0
"1624",0,41,6,4,406,0,0,0,0,0,0,0,0,0,1
"1625",41,41,7,1,407,28,0,0,1,0,0,1,0,0,0
"1626",14,41,7,2,407,18,1,0,0,0,0,1,0,0,0
"1627",37,41,7,3,407,28,0,1,0,0,1,0,0,0,0
"1628",0,41,7,4,407,0,0,0,0,0,0,0,0,0,1
"1629",14,41,8,1,408,18,1,0,0,0,0,1,0,0,0
"1630",20,41,8,2,408,22,0,1,0,0,0,0,0,1,0
"1631",42,41,8,3,408,28,0,0,0,1,0,1,0,0,0
"1632",0,41,8,4,408,0,0,0,0,0,0,0,0,0,1
"1633",28,41,9,1,409,24,0,0,1,0,0,0,0,1,0
"1634",37,41,9,2,409,28,0,1,0,0,1,0,0,0,0
"1635",41,41,9,3,409,28,0,0,1,0,0,1,0,0,0
"1636",0,41,9,4,409,0,0,0,0,0,0,0,0,0,1
"1637",42,41,10,1,410,28,0,0,0,1,0,1,0,0,0
"1638",39,41,10,2,410,28,0,0,0,1,1,0,0,0,0
"1639",72,41,10,3,410,40,0,0,0,1,0,0,0,1,0
"1640",0,41,10,4,410,0,0,0,0,0,0,0,0,0,1
"1641",71,42,1,1,411,40,0,0,0,1,0,0,1,0,0
"1642",72,42,1,2,411,40,0,0,0,1,0,0,0,1,0
"1643",20,42,1,3,411,22,0,1,0,0,0,0,0,1,0
"1644",0,42,1,4,411,0,0,0,0,0,0,0,0,0,1
"1645",3,42,2,1,412,12,1,0,0,0,0,0,1,0,0
"1646",42,42,2,2,412,28,0,0,0,1,0,1,0,0,0
"1647",28,42,2,3,412,24,0,0,1,0,0,0,0,1,0
"1648",0,42,2,4,412,0,0,0,0,0,0,0,0,0,1
"1649",72,42,3,1,413,40,0,0,0,1,0,0,0,1,0
"1650",28,42,3,2,413,24,0,0,1,0,0,0,0,1,0
"1651",39,42,3,3,413,28,0,0,0,1,1,0,0,0,0
"1652",0,42,3,4,413,0,0,0,0,0,0,0,0,0,1
"1653",39,42,4,1,414,28,0,0,0,1,1,0,0,0,0
"1654",3,42,4,2,414,12,1,0,0,0,0,0,1,0,0
"1655",71,42,4,3,414,40,0,0,0,1,0,0,1,0,0
"1656",0,42,4,4,414,0,0,0,0,0,0,0,0,0,1
"1657",20,42,5,1,415,22,0,1,0,0,0,0,0,1,0
"1658",41,42,5,2,415,28,0,0,1,0,0,1,0,0,0
"1659",3,42,5,3,415,12,1,0,0,0,0,0,1,0,0
"1660",0,42,5,4,415,0,0,0,0,0,0,0,0,0,1
"1661",37,42,6,1,416,28,0,1,0,0,1,0,0,0,0
"1662",71,42,6,2,416,40,0,0,0,1,0,0,1,0,0
"1663",14,42,6,3,416,18,1,0,0,0,0,1,0,0,0
"1664",0,42,6,4,416,0,0,0,0,0,0,0,0,0,1
"1665",41,42,7,1,417,28,0,0,1,0,0,1,0,0,0
"1666",14,42,7,2,417,18,1,0,0,0,0,1,0,0,0
"1667",37,42,7,3,417,28,0,1,0,0,1,0,0,0,0
"1668",0,42,7,4,417,0,0,0,0,0,0,0,0,0,1
"1669",14,42,8,1,418,18,1,0,0,0,0,1,0,0,0
"1670",20,42,8,2,418,22,0,1,0,0,0,0,0,1,0
"1671",42,42,8,3,418,28,0,0,0,1,0,1,0,0,0
"1672",0,42,8,4,418,0,0,0,0,0,0,0,0,0,1
"1673",28,42,9,1,419,24,0,0,1,0,0,0,0,1,0
"1674",37,42,9,2,419,28,0,1,0,0,1,0,0,0,0
"1675",41,42,9,3,419,28,0,0,1,0,0,1,0,0,0
"1676",0,42,9,4,419,0,0,0,0,0,0,0,0,0,1
"1677",42,42,10,1,420,28,0,0,0,1,0,1,0,0,0
"1678",39,42,10,2,420,28,0,0,0,1,1,0,0,0,0
"1679",72,42,10,3,420,40,0,0,0,1,0,0,0,1,0
"1680",0,42,10,4,420,0,0,0,0,0,0,0,0,0,1
"1681",71,43,1,1,421,40,0,0,0,1,0,0,1,0,0
"1682",72,43,1,2,421,40,0,0,0,1,0,0,0,1,0
"1683",20,43,1,3,421,22,0,1,0,0,0,0,0,1,0
"1684",0,43,1,4,421,0,0,0,0,0,0,0,0,0,1
"1685",3,43,2,1,422,12,1,0,0,0,0,0,1,0,0
"1686",42,43,2,2,422,28,0,0,0,1,0,1,0,0,0
"1687",28,43,2,3,422,24,0,0,1,0,0,0,0,1,0
"1688",0,43,2,4,422,0,0,0,0,0,0,0,0,0,1
"1689",72,43,3,1,423,40,0,0,0,1,0,0,0,1,0
"1690",28,43,3,2,423,24,0,0,1,0,0,0,0,1,0
"1691",39,43,3,3,423,28,0,0,0,1,1,0,0,0,0
"1692",0,43,3,4,423,0,0,0,0,0,0,0,0,0,1
"1693",39,43,4,1,424,28,0,0,0,1,1,0,0,0,0
"1694",3,43,4,2,424,12,1,0,0,0,0,0,1,0,0
"1695",71,43,4,3,424,40,0,0,0,1,0,0,1,0,0
"1696",0,43,4,4,424,0,0,0,0,0,0,0,0,0,1
"1697",20,43,5,1,425,22,0,1,0,0,0,0,0,1,0
"1698",41,43,5,2,425,28,0,0,1,0,0,1,0,0,0
"1699",3,43,5,3,425,12,1,0,0,0,0,0,1,0,0
"1700",0,43,5,4,425,0,0,0,0,0,0,0,0,0,1
"1701",37,43,6,1,426,28,0,1,0,0,1,0,0,0,0
"1702",71,43,6,2,426,40,0,0,0,1,0,0,1,0,0
"1703",14,43,6,3,426,18,1,0,0,0,0,1,0,0,0
"1704",0,43,6,4,426,0,0,0,0,0,0,0,0,0,1
"1705",41,43,7,1,427,28,0,0,1,0,0,1,0,0,0
"1706",14,43,7,2,427,18,1,0,0,0,0,1,0,0,0
"1707",37,43,7,3,427,28,0,1,0,0,1,0,0,0,0
"1708",0,43,7,4,427,0,0,0,0,0,0,0,0,0,1
"1709",14,43,8,1,428,18,1,0,0,0,0,1,0,0,0
"1710",20,43,8,2,428,22,0,1,0,0,0,0,0,1,0
"1711",42,43,8,3,428,28,0,0,0,1,0,1,0,0,0
"1712",0,43,8,4,428,0,0,0,0,0,0,0,0,0,1
"1713",28,43,9,1,429,24,0,0,1,0,0,0,0,1,0
"1714",37,43,9,2,429,28,0,1,0,0,1,0,0,0,0
"1715",41,43,9,3,429,28,0,0,1,0,0,1,0,0,0
"1716",0,43,9,4,429,0,0,0,0,0,0,0,0,0,1
"1717",42,43,10,1,430,28,0,0,0,1,0,1,0,0,0
"1718",39,43,10,2,430,28,0,0,0,1,1,0,0,0,0
"1719",72,43,10,3,430,40,0,0,0,1,0,0,0,1,0
"1720",0,43,10,4,430,0,0,0,0,0,0,0,0,0,1
"1721",71,44,1,1,431,40,0,0,0,1,0,0,1,0,0
"1722",72,44,1,2,431,40,0,0,0,1,0,0,0,1,0
"1723",20,44,1,3,431,22,0,1,0,0,0,0,0,1,0
"1724",0,44,1,4,431,0,0,0,0,0,0,0,0,0,1
"1725",3,44,2,1,432,12,1,0,0,0,0,0,1,0,0
"1726",42,44,2,2,432,28,0,0,0,1,0,1,0,0,0
"1727",28,44,2,3,432,24,0,0,1,0,0,0,0,1,0
"1728",0,44,2,4,432,0,0,0,0,0,0,0,0,0,1
"1729",72,44,3,1,433,40,0,0,0,1,0,0,0,1,0
"1730",28,44,3,2,433,24,0,0,1,0,0,0,0,1,0
"1731",39,44,3,3,433,28,0,0,0,1,1,0,0,0,0
"1732",0,44,3,4,433,0,0,0,0,0,0,0,0,0,1
"1733",39,44,4,1,434,28,0,0,0,1,1,0,0,0,0
"1734",3,44,4,2,434,12,1,0,0,0,0,0,1,0,0
"1735",71,44,4,3,434,40,0,0,0,1,0,0,1,0,0
"1736",0,44,4,4,434,0,0,0,0,0,0,0,0,0,1
"1737",20,44,5,1,435,22,0,1,0,0,0,0,0,1,0
"1738",41,44,5,2,435,28,0,0,1,0,0,1,0,0,0
"1739",3,44,5,3,435,12,1,0,0,0,0,0,1,0,0
"1740",0,44,5,4,435,0,0,0,0,0,0,0,0,0,1
"1741",37,44,6,1,436,28,0,1,0,0,1,0,0,0,0
"1742",71,44,6,2,436,40,0,0,0,1,0,0,1,0,0
"1743",14,44,6,3,436,18,1,0,0,0,0,1,0,0,0
"1744",0,44,6,4,436,0,0,0,0,0,0,0,0,0,1
"1745",41,44,7,1,437,28,0,0,1,0,0,1,0,0,0
"1746",14,44,7,2,437,18,1,0,0,0,0,1,0,0,0
"1747",37,44,7,3,437,28,0,1,0,0,1,0,0,0,0
"1748",0,44,7,4,437,0,0,0,0,0,0,0,0,0,1
"1749",14,44,8,1,438,18,1,0,0,0,0,1,0,0,0
"1750",20,44,8,2,438,22,0,1,0,0,0,0,0,1,0
"1751",42,44,8,3,438,28,0,0,0,1,0,1,0,0,0
"1752",0,44,8,4,438,0,0,0,0,0,0,0,0,0,1
"1753",28,44,9,1,439,24,0,0,1,0,0,0,0,1,0
"1754",37,44,9,2,439,28,0,1,0,0,1,0,0,0,0
"1755",41,44,9,3,439,28,0,0,1,0,0,1,0,0,0
"1756",0,44,9,4,439,0,0,0,0,0,0,0,0,0,1
"1757",42,44,10,1,440,28,0,0,0,1,0,1,0,0,0
"1758",39,44,10,2,440,28,0,0,0,1,1,0,0,0,0
"1759",72,44,10,3,440,40,0,0,0,1,0,0,0,1,0
"1760",0,44,10,4,440,0,0,0,0,0,0,0,0,0,1
"1761",71,45,1,1,441,40,0,0,0,1,0,0,1,0,0
"1762",72,45,1,2,441,40,0,0,0,1,0,0,0,1,0
"1763",20,45,1,3,441,22,0,1,0,0,0,0,0,1,0
"1764",0,45,1,4,441,0,0,0,0,0,0,0,0,0,1
"1765",3,45,2,1,442,12,1,0,0,0,0,0,1,0,0
"1766",42,45,2,2,442,28,0,0,0,1,0,1,0,0,0
"1767",28,45,2,3,442,24,0,0,1,0,0,0,0,1,0
"1768",0,45,2,4,442,0,0,0,0,0,0,0,0,0,1
"1769",72,45,3,1,443,40,0,0,0,1,0,0,0,1,0
"1770",28,45,3,2,443,24,0,0,1,0,0,0,0,1,0
"1771",39,45,3,3,443,28,0,0,0,1,1,0,0,0,0
"1772",0,45,3,4,443,0,0,0,0,0,0,0,0,0,1
"1773",39,45,4,1,444,28,0,0,0,1,1,0,0,0,0
"1774",3,45,4,2,444,12,1,0,0,0,0,0,1,0,0
"1775",71,45,4,3,444,40,0,0,0,1,0,0,1,0,0
"1776",0,45,4,4,444,0,0,0,0,0,0,0,0,0,1
"1777",20,45,5,1,445,22,0,1,0,0,0,0,0,1,0
"1778",41,45,5,2,445,28,0,0,1,0,0,1,0,0,0
"1779",3,45,5,3,445,12,1,0,0,0,0,0,1,0,0
"1780",0,45,5,4,445,0,0,0,0,0,0,0,0,0,1
"1781",37,45,6,1,446,28,0,1,0,0,1,0,0,0,0
"1782",71,45,6,2,446,40,0,0,0,1,0,0,1,0,0
"1783",14,45,6,3,446,18,1,0,0,0,0,1,0,0,0
"1784",0,45,6,4,446,0,0,0,0,0,0,0,0,0,1
"1785",41,45,7,1,447,28,0,0,1,0,0,1,0,0,0
"1786",14,45,7,2,447,18,1,0,0,0,0,1,0,0,0
"1787",37,45,7,3,447,28,0,1,0,0,1,0,0,0,0
"1788",0,45,7,4,447,0,0,0,0,0,0,0,0,0,1
"1789",14,45,8,1,448,18,1,0,0,0,0,1,0,0,0
"1790",20,45,8,2,448,22,0,1,0,0,0,0,0,1,0
"1791",42,45,8,3,448,28,0,0,0,1,0,1,0,0,0
"1792",0,45,8,4,448,0,0,0,0,0,0,0,0,0,1
"1793",28,45,9,1,449,24,0,0,1,0,0,0,0,1,0
"1794",37,45,9,2,449,28,0,1,0,0,1,0,0,0,0
"1795",41,45,9,3,449,28,0,0,1,0,0,1,0,0,0
"1796",0,45,9,4,449,0,0,0,0,0,0,0,0,0,1
"1797",42,45,10,1,450,28,0,0,0,1,0,1,0,0,0
"1798",39,45,10,2,450,28,0,0,0,1,1,0,0,0,0
"1799",72,45,10,3,450,40,0,0,0,1,0,0,0,1,0
"1800",0,45,10,4,450,0,0,0,0,0,0,0,0,0,1
"1801",71,46,1,1,451,40,0,0,0,1,0,0,1,0,0
"1802",72,46,1,2,451,40,0,0,0,1,0,0,0,1,0
"1803",20,46,1,3,451,22,0,1,0,0,0,0,0,1,0
"1804",0,46,1,4,451,0,0,0,0,0,0,0,0,0,1
"1805",3,46,2,1,452,12,1,0,0,0,0,0,1,0,0
"1806",42,46,2,2,452,28,0,0,0,1,0,1,0,0,0
"1807",28,46,2,3,452,24,0,0,1,0,0,0,0,1,0
"1808",0,46,2,4,452,0,0,0,0,0,0,0,0,0,1
"1809",72,46,3,1,453,40,0,0,0,1,0,0,0,1,0
