"respondent_id","block_id","question_id","alternative_id","kcal","gram","price","brand_wendys","brand_max_burger","brand_burger_king","brand_mcdonalds","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","no_choice"
105,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
105,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
105,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
105,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
105,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
105,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
105,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
105,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
105,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
105,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
105,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
105,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
105,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
105,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
105,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
105,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
106,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
106,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
106,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
106,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
106,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
106,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
106,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
106,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
106,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
106,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
106,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
106,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
106,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
106,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
106,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
106,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
106,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
106,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
106,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
106,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
106,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
106,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
106,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
106,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
107,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
107,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
107,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
107,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
107,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
107,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
107,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
107,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
107,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
107,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
107,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
107,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
107,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
107,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
107,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
107,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
107,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
107,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
107,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
107,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
107,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
107,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
107,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
107,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
108,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
108,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
108,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
108,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
108,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
108,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
108,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
108,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
108,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
108,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
108,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
108,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
108,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
108,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
108,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
108,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
108,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
108,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
108,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
108,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
108,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
108,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
108,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
108,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
109,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
109,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
109,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
109,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
109,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
109,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
109,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
109,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
109,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
109,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
109,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
109,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
109,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
109,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
109,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
109,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
109,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
109,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
109,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
109,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
109,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
109,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
109,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
109,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
110,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
110,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
110,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
110,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
110,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
110,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
110,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
110,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
110,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
110,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
110,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
110,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
110,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
110,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
110,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
110,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
110,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
110,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
110,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
110,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
110,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
110,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
110,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
110,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
111,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
111,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
111,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
111,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
111,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
111,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
111,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
111,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
111,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
111,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
111,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
111,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
111,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
111,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
111,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
111,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
111,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
111,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
111,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
111,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
111,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
111,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
111,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
111,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
112,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
112,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
112,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
112,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
112,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
112,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
112,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
112,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
112,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
112,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
112,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
112,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
112,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
112,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
112,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
112,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
112,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
112,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
112,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
112,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
112,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
112,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
112,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
112,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
113,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
113,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
113,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
113,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
113,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
113,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
113,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
113,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
113,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
113,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
113,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
113,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
113,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
113,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
113,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
113,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
113,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
113,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
113,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
113,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
113,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
113,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
113,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
113,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
114,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
114,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
114,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
114,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
114,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
114,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
114,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
114,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
114,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
114,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
114,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
114,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
114,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
114,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
114,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
114,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
114,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
114,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
114,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
114,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
114,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
114,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
114,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
114,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
115,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
115,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
115,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
115,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
115,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
115,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
115,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
115,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
115,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
115,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
115,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
115,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
115,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
115,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
115,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
115,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
115,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
115,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
115,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
115,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
115,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
115,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
115,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
115,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
116,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
116,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
116,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
116,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
116,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
116,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
116,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
116,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
116,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
116,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
116,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
116,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
116,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
116,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
116,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
116,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
116,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
116,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
116,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
116,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
116,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
116,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
116,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
116,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
117,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
117,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
117,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
117,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
117,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
117,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
117,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
117,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
117,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
117,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
117,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
117,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
117,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
117,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
117,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
117,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
117,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
117,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
117,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
117,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
117,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
117,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
117,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
117,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
118,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
118,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
118,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
118,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
118,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
118,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
118,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
118,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
118,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
118,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
118,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
118,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
118,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
118,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
118,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
118,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
118,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
118,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
118,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
118,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
118,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
118,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
118,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
118,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
119,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
119,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
119,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
119,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
119,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
119,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
119,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
119,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
119,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
119,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
119,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
119,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
119,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
119,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
119,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
119,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
119,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
119,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
119,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
119,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
119,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
119,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
119,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
119,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
120,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
120,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
120,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
120,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
120,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
120,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
120,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
120,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
120,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
120,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
120,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
120,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
120,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
120,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
120,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
120,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
120,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
120,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
120,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
120,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
120,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
120,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
120,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
120,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
121,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
121,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
121,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
121,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
121,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
121,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
121,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
121,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
121,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
121,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
121,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
121,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
121,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
121,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
121,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
121,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
121,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
121,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
121,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
121,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
121,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
121,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
121,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
121,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
122,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
122,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
122,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
122,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
122,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
122,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
122,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
122,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
122,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
122,3,3,2,400,420,20,0,1,0,0,0,0,0,1,0
122,3,3,3,1000,220,20,0,0,0,1,0,0,1,0,0
122,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1
122,3,4,1,500,380,12,0,0,0,1,1,0,0,0,0
122,3,4,2,800,260,32,0,1,0,0,0,0,1,0,0
122,3,4,3,800,300,32,0,0,1,0,0,1,0,0,0
122,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1
122,3,5,1,500,260,15,0,1,0,0,0,0,1,0,0
122,3,5,2,900,380,35,0,0,1,0,0,0,0,1,0
122,3,5,3,900,380,27,0,0,0,1,0,1,0,0,0
122,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1
122,3,6,1,1000,420,25,0,0,0,1,0,0,0,1,0
122,3,6,2,400,220,17,0,0,1,0,0,0,1,0,0
122,3,6,3,700,340,25,0,1,0,0,1,0,0,0,0
122,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
123,3,1,1,600,300,32,1,0,0,0,0,0,1,0,0
123,3,1,2,800,380,12,0,1,0,0,1,0,0,0,0
123,3,1,3,600,260,30,0,0,0,1,0,1,0,0,0
123,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1
123,3,2,1,900,420,20,0,0,0,1,0,1,0,0,0
123,3,2,2,800,340,32,0,1,0,0,0,0,1,0,0
123,3,2,3,400,220,17,1,0,0,0,0,0,0,1,0
123,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
123,3,3,1,700,340,27,1,0,0,0,1,0,0,0,0
