"id","profileID","respID","qID","altID","obsID","gram","kcal","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","no_choice","choice"
"1233",1226,31,9,1,309,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1234",1884,31,9,2,309,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1235",428,31,9,3,309,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1236",0,31,9,4,309,0,0,0,0,0,0,0,0,0,0,0,1,1
"1237",1275,31,10,1,310,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1238",12,31,10,2,310,180,570,12,1,0,0,0,0,0,0,1,0,0
"1239",1697,31,10,3,310,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1240",0,31,10,4,310,0,0,0,0,0,0,0,0,0,0,0,1,1
"1241",2622,32,1,1,311,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1242",1226,32,1,2,311,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1243",206,32,1,3,311,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1244",0,32,1,4,311,0,0,0,0,0,0,0,0,0,0,0,1,1
"1245",477,32,2,1,312,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1246",206,32,2,2,312,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1247",1226,32,2,3,312,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1248",0,32,2,4,312,0,0,0,0,0,0,0,0,0,0,0,1,1
"1249",1884,32,3,1,313,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1250",2622,32,3,2,313,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1251",183,32,3,3,313,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1252",0,32,3,4,313,0,0,0,0,0,0,0,0,0,0,0,1,1
"1253",183,32,4,1,314,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1254",428,32,4,2,314,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1255",1275,32,4,3,314,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1256",0,32,4,4,314,0,0,0,0,0,0,0,0,0,0,0,1,1
"1257",428,32,5,1,315,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1258",477,32,5,2,315,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1259",2622,32,5,3,315,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1260",0,32,5,4,315,0,0,0,0,0,0,0,0,0,0,0,1,1
"1261",12,32,6,1,316,180,570,12,1,0,0,0,0,0,0,1,0,0
"1262",183,32,6,2,316,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1263",477,32,6,3,316,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1264",0,32,6,4,316,0,0,0,0,0,0,0,0,0,0,0,1,1
"1265",206,32,7,1,317,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1266",1697,32,7,2,317,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1267",12,32,7,3,317,180,570,12,1,0,0,0,0,0,0,1,0,0
"1268",0,32,7,4,317,0,0,0,0,0,0,0,0,0,0,0,1,1
"1269",1697,32,8,1,318,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1270",1275,32,8,2,318,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1271",1884,32,8,3,318,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1272",0,32,8,4,318,0,0,0,0,0,0,0,0,0,0,0,1,1
"1273",1226,32,9,1,319,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1274",1884,32,9,2,319,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1275",428,32,9,3,319,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1276",0,32,9,4,319,0,0,0,0,0,0,0,0,0,0,0,1,1
"1277",1275,32,10,1,320,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1278",12,32,10,2,320,180,570,12,1,0,0,0,0,0,0,1,0,0
"1279",1697,32,10,3,320,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1280",0,32,10,4,320,0,0,0,0,0,0,0,0,0,0,0,1,1
"1281",2622,33,1,1,321,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1282",1226,33,1,2,321,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1283",206,33,1,3,321,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1284",0,33,1,4,321,0,0,0,0,0,0,0,0,0,0,0,1,1
"1285",477,33,2,1,322,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1286",206,33,2,2,322,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1287",1226,33,2,3,322,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1288",0,33,2,4,322,0,0,0,0,0,0,0,0,0,0,0,1,1
"1289",1884,33,3,1,323,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1290",2622,33,3,2,323,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1291",183,33,3,3,323,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1292",0,33,3,4,323,0,0,0,0,0,0,0,0,0,0,0,1,1
"1293",183,33,4,1,324,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1294",428,33,4,2,324,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1295",1275,33,4,3,324,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1296",0,33,4,4,324,0,0,0,0,0,0,0,0,0,0,0,1,1
"1297",428,33,5,1,325,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1298",477,33,5,2,325,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1299",2622,33,5,3,325,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1300",0,33,5,4,325,0,0,0,0,0,0,0,0,0,0,0,1,1
"1301",12,33,6,1,326,180,570,12,1,0,0,0,0,0,0,1,0,0
"1302",183,33,6,2,326,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1303",477,33,6,3,326,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1304",0,33,6,4,326,0,0,0,0,0,0,0,0,0,0,0,1,1
"1305",206,33,7,1,327,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1306",1697,33,7,2,327,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1307",12,33,7,3,327,180,570,12,1,0,0,0,0,0,0,1,0,0
"1308",0,33,7,4,327,0,0,0,0,0,0,0,0,0,0,0,1,1
"1309",1697,33,8,1,328,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1310",1275,33,8,2,328,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1311",1884,33,8,3,328,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1312",0,33,8,4,328,0,0,0,0,0,0,0,0,0,0,0,1,1
"1313",1226,33,9,1,329,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1314",1884,33,9,2,329,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1315",428,33,9,3,329,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1316",0,33,9,4,329,0,0,0,0,0,0,0,0,0,0,0,1,1
"1317",1275,33,10,1,330,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1318",12,33,10,2,330,180,570,12,1,0,0,0,0,0,0,1,0,0
"1319",1697,33,10,3,330,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1320",0,33,10,4,330,0,0,0,0,0,0,0,0,0,0,0,1,1
"1321",2622,34,1,1,331,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1322",1226,34,1,2,331,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1323",206,34,1,3,331,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1324",0,34,1,4,331,0,0,0,0,0,0,0,0,0,0,0,1,1
"1325",477,34,2,1,332,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1326",206,34,2,2,332,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1327",1226,34,2,3,332,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1328",0,34,2,4,332,0,0,0,0,0,0,0,0,0,0,0,1,1
"1329",1884,34,3,1,333,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1330",2622,34,3,2,333,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1331",183,34,3,3,333,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1332",0,34,3,4,333,0,0,0,0,0,0,0,0,0,0,0,1,1
"1333",183,34,4,1,334,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1334",428,34,4,2,334,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1335",1275,34,4,3,334,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1336",0,34,4,4,334,0,0,0,0,0,0,0,0,0,0,0,1,1
"1337",428,34,5,1,335,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1338",477,34,5,2,335,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1339",2622,34,5,3,335,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1340",0,34,5,4,335,0,0,0,0,0,0,0,0,0,0,0,1,1
"1341",12,34,6,1,336,180,570,12,1,0,0,0,0,0,0,1,0,0
"1342",183,34,6,2,336,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1343",477,34,6,3,336,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1344",0,34,6,4,336,0,0,0,0,0,0,0,0,0,0,0,1,1
"1345",206,34,7,1,337,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1346",1697,34,7,2,337,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1347",12,34,7,3,337,180,570,12,1,0,0,0,0,0,0,1,0,0
"1348",0,34,7,4,337,0,0,0,0,0,0,0,0,0,0,0,1,1
"1349",1697,34,8,1,338,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1350",1275,34,8,2,338,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1351",1884,34,8,3,338,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1352",0,34,8,4,338,0,0,0,0,0,0,0,0,0,0,0,1,1
"1353",1226,34,9,1,339,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1354",1884,34,9,2,339,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1355",428,34,9,3,339,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1356",0,34,9,4,339,0,0,0,0,0,0,0,0,0,0,0,1,1
"1357",1275,34,10,1,340,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1358",12,34,10,2,340,180,570,12,1,0,0,0,0,0,0,1,0,0
"1359",1697,34,10,3,340,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1360",0,34,10,4,340,0,0,0,0,0,0,0,0,0,0,0,1,1
"1361",2622,35,1,1,341,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1362",1226,35,1,2,341,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1363",206,35,1,3,341,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1364",0,35,1,4,341,0,0,0,0,0,0,0,0,0,0,0,1,1
"1365",477,35,2,1,342,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1366",206,35,2,2,342,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1367",1226,35,2,3,342,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1368",0,35,2,4,342,0,0,0,0,0,0,0,0,0,0,0,1,1
"1369",1884,35,3,1,343,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1370",2622,35,3,2,343,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1371",183,35,3,3,343,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1372",0,35,3,4,343,0,0,0,0,0,0,0,0,0,0,0,1,1
"1373",183,35,4,1,344,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1374",428,35,4,2,344,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1375",1275,35,4,3,344,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1376",0,35,4,4,344,0,0,0,0,0,0,0,0,0,0,0,1,1
"1377",428,35,5,1,345,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1378",477,35,5,2,345,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1379",2622,35,5,3,345,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1380",0,35,5,4,345,0,0,0,0,0,0,0,0,0,0,0,1,1
"1381",12,35,6,1,346,180,570,12,1,0,0,0,0,0,0,1,0,0
"1382",183,35,6,2,346,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1383",477,35,6,3,346,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1384",0,35,6,4,346,0,0,0,0,0,0,0,0,0,0,0,1,1
"1385",206,35,7,1,347,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1386",1697,35,7,2,347,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1387",12,35,7,3,347,180,570,12,1,0,0,0,0,0,0,1,0,0
"1388",0,35,7,4,347,0,0,0,0,0,0,0,0,0,0,0,1,1
"1389",1697,35,8,1,348,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1390",1275,35,8,2,348,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1391",1884,35,8,3,348,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1392",0,35,8,4,348,0,0,0,0,0,0,0,0,0,0,0,1,1
"1393",1226,35,9,1,349,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1394",1884,35,9,2,349,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1395",428,35,9,3,349,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1396",0,35,9,4,349,0,0,0,0,0,0,0,0,0,0,0,1,1
"1397",1275,35,10,1,350,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1398",12,35,10,2,350,180,570,12,1,0,0,0,0,0,0,1,0,0
"1399",1697,35,10,3,350,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1400",0,35,10,4,350,0,0,0,0,0,0,0,0,0,0,0,1,1
"1401",2622,36,1,1,351,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1402",1226,36,1,2,351,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1403",206,36,1,3,351,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1404",0,36,1,4,351,0,0,0,0,0,0,0,0,0,0,0,1,1
"1405",477,36,2,1,352,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1406",206,36,2,2,352,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1407",1226,36,2,3,352,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1408",0,36,2,4,352,0,0,0,0,0,0,0,0,0,0,0,1,1
"1409",1884,36,3,1,353,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1410",2622,36,3,2,353,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1411",183,36,3,3,353,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1412",0,36,3,4,353,0,0,0,0,0,0,0,0,0,0,0,1,1
"1413",183,36,4,1,354,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1414",428,36,4,2,354,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1415",1275,36,4,3,354,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1416",0,36,4,4,354,0,0,0,0,0,0,0,0,0,0,0,1,1
"1417",428,36,5,1,355,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1418",477,36,5,2,355,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1419",2622,36,5,3,355,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1420",0,36,5,4,355,0,0,0,0,0,0,0,0,0,0,0,1,1
"1421",12,36,6,1,356,180,570,12,1,0,0,0,0,0,0,1,0,0
"1422",183,36,6,2,356,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1423",477,36,6,3,356,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1424",0,36,6,4,356,0,0,0,0,0,0,0,0,0,0,0,1,1
"1425",206,36,7,1,357,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1426",1697,36,7,2,357,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1427",12,36,7,3,357,180,570,12,1,0,0,0,0,0,0,1,0,0
"1428",0,36,7,4,357,0,0,0,0,0,0,0,0,0,0,0,1,1
"1429",1697,36,8,1,358,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1430",1275,36,8,2,358,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1431",1884,36,8,3,358,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1432",0,36,8,4,358,0,0,0,0,0,0,0,0,0,0,0,1,1
"1433",1226,36,9,1,359,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1434",1884,36,9,2,359,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1435",428,36,9,3,359,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1436",0,36,9,4,359,0,0,0,0,0,0,0,0,0,0,0,1,1
"1437",1275,36,10,1,360,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1438",12,36,10,2,360,180,570,12,1,0,0,0,0,0,0,1,0,0
"1439",1697,36,10,3,360,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1440",0,36,10,4,360,0,0,0,0,0,0,0,0,0,0,0,1,1
"1441",2622,37,1,1,361,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1442",1226,37,1,2,361,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1443",206,37,1,3,361,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1444",0,37,1,4,361,0,0,0,0,0,0,0,0,0,0,0,1,1
"1445",477,37,2,1,362,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1446",206,37,2,2,362,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1447",1226,37,2,3,362,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1448",0,37,2,4,362,0,0,0,0,0,0,0,0,0,0,0,1,1
"1449",1884,37,3,1,363,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1450",2622,37,3,2,363,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1451",183,37,3,3,363,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1452",0,37,3,4,363,0,0,0,0,0,0,0,0,0,0,0,1,1
"1453",183,37,4,1,364,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1454",428,37,4,2,364,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1455",1275,37,4,3,364,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1456",0,37,4,4,364,0,0,0,0,0,0,0,0,0,0,0,1,1
"1457",428,37,5,1,365,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1458",477,37,5,2,365,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1459",2622,37,5,3,365,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1460",0,37,5,4,365,0,0,0,0,0,0,0,0,0,0,0,1,1
"1461",12,37,6,1,366,180,570,12,1,0,0,0,0,0,0,1,0,0
"1462",183,37,6,2,366,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1463",477,37,6,3,366,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1464",0,37,6,4,366,0,0,0,0,0,0,0,0,0,0,0,1,1
"1465",206,37,7,1,367,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1466",1697,37,7,2,367,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1467",12,37,7,3,367,180,570,12,1,0,0,0,0,0,0,1,0,0
"1468",0,37,7,4,367,0,0,0,0,0,0,0,0,0,0,0,1,1
"1469",1697,37,8,1,368,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1470",1275,37,8,2,368,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1471",1884,37,8,3,368,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1472",0,37,8,4,368,0,0,0,0,0,0,0,0,0,0,0,1,1
"1473",1226,37,9,1,369,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1474",1884,37,9,2,369,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1475",428,37,9,3,369,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1476",0,37,9,4,369,0,0,0,0,0,0,0,0,0,0,0,1,1
"1477",1275,37,10,1,370,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1478",12,37,10,2,370,180,570,12,1,0,0,0,0,0,0,1,0,0
"1479",1697,37,10,3,370,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1480",0,37,10,4,370,0,0,0,0,0,0,0,0,0,0,0,1,1
"1481",2622,38,1,1,371,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1482",1226,38,1,2,371,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1483",206,38,1,3,371,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1484",0,38,1,4,371,0,0,0,0,0,0,0,0,0,0,0,1,1
"1485",477,38,2,1,372,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1486",206,38,2,2,372,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1487",1226,38,2,3,372,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1488",0,38,2,4,372,0,0,0,0,0,0,0,0,0,0,0,1,1
"1489",1884,38,3,1,373,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1490",2622,38,3,2,373,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1491",183,38,3,3,373,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1492",0,38,3,4,373,0,0,0,0,0,0,0,0,0,0,0,1,1
"1493",183,38,4,1,374,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1494",428,38,4,2,374,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1495",1275,38,4,3,374,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1496",0,38,4,4,374,0,0,0,0,0,0,0,0,0,0,0,1,1
"1497",428,38,5,1,375,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1498",477,38,5,2,375,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1499",2622,38,5,3,375,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1500",0,38,5,4,375,0,0,0,0,0,0,0,0,0,0,0,1,1
"1501",12,38,6,1,376,180,570,12,1,0,0,0,0,0,0,1,0,0
"1502",183,38,6,2,376,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1503",477,38,6,3,376,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1504",0,38,6,4,376,0,0,0,0,0,0,0,0,0,0,0,1,1
"1505",206,38,7,1,377,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1506",1697,38,7,2,377,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1507",12,38,7,3,377,180,570,12,1,0,0,0,0,0,0,1,0,0
"1508",0,38,7,4,377,0,0,0,0,0,0,0,0,0,0,0,1,1
"1509",1697,38,8,1,378,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1510",1275,38,8,2,378,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1511",1884,38,8,3,378,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1512",0,38,8,4,378,0,0,0,0,0,0,0,0,0,0,0,1,1
"1513",1226,38,9,1,379,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1514",1884,38,9,2,379,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1515",428,38,9,3,379,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1516",0,38,9,4,379,0,0,0,0,0,0,0,0,0,0,0,1,1
"1517",1275,38,10,1,380,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1518",12,38,10,2,380,180,570,12,1,0,0,0,0,0,0,1,0,0
"1519",1697,38,10,3,380,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1520",0,38,10,4,380,0,0,0,0,0,0,0,0,0,0,0,1,1
"1521",2622,39,1,1,381,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1522",1226,39,1,2,381,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1523",206,39,1,3,381,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1524",0,39,1,4,381,0,0,0,0,0,0,0,0,0,0,0,1,1
"1525",477,39,2,1,382,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1526",206,39,2,2,382,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1527",1226,39,2,3,382,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1528",0,39,2,4,382,0,0,0,0,0,0,0,0,0,0,0,1,1
"1529",1884,39,3,1,383,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1530",2622,39,3,2,383,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1531",183,39,3,3,383,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1532",0,39,3,4,383,0,0,0,0,0,0,0,0,0,0,0,1,1
"1533",183,39,4,1,384,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1534",428,39,4,2,384,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1535",1275,39,4,3,384,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1536",0,39,4,4,384,0,0,0,0,0,0,0,0,0,0,0,1,1
"1537",428,39,5,1,385,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1538",477,39,5,2,385,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1539",2622,39,5,3,385,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1540",0,39,5,4,385,0,0,0,0,0,0,0,0,0,0,0,1,1
"1541",12,39,6,1,386,180,570,12,1,0,0,0,0,0,0,1,0,0
"1542",183,39,6,2,386,180,400,19.5,1,0,0,0,0,0,1,0,0,0
"1543",477,39,6,3,386,405,995,22.5,0,0,1,0,1,0,0,0,0,0
"1544",0,39,6,4,386,0,0,0,0,0,0,0,0,0,0,0,1,1
"1545",206,39,7,1,387,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1546",1697,39,7,2,387,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1547",12,39,7,3,387,180,570,12,1,0,0,0,0,0,0,1,0,0
"1548",0,39,7,4,387,0,0,0,0,0,0,0,0,0,0,0,1,1
"1549",1697,39,8,1,388,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1550",1275,39,8,2,388,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1551",1884,39,8,3,388,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1552",0,39,8,4,388,0,0,0,0,0,0,0,0,0,0,0,1,1
"1553",1226,39,9,1,389,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1554",1884,39,9,2,389,405,740,29.5,0,0,1,0,0,0,0,1,0,0
"1555",428,39,9,3,389,315,740,22.5,0,0,1,0,0,1,0,0,0,0
"1556",0,39,9,4,389,0,0,0,0,0,0,0,0,0,0,0,1,1
"1557",1275,39,10,1,390,360,1080,26.5,0,0,0,1,0,0,1,0,0,0
"1558",12,39,10,2,390,180,570,12,1,0,0,0,0,0,0,1,0,0
"1559",1697,39,10,3,390,225,740,28.5,0,1,0,0,1,0,0,0,0,0
"1560",0,39,10,4,390,0,0,0,0,0,0,0,0,0,0,0,1,1
"1561",2622,40,1,1,391,405,1080,40,0,0,0,1,0,1,0,0,0,0
"1562",1226,40,1,2,391,405,825,26.5,0,0,0,1,1,0,0,0,0,0
"1563",206,40,1,3,391,360,570,20.5,0,1,0,0,0,1,0,0,0,0
"1564",0,40,1,4,391,0,0,0,0,0,0,0,0,0,0,0,1,1
